,domain_name,field_name,subfield_name,name
185580,Social Sciences,Social Sciences,Political Science and International Relations,Intelligence Studies and Analysis in Modern Context
185617,Social Sciences,Social Sciences,Sociology and Political Science,Territorial Governance and Environmental Participation
185794,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Optimization of Cutting and Packing Problems
185907,Social Sciences,Social Sciences,Political Science and International Relations,"Religious Politics in East Germany, 1957–1968"
186126,Social Sciences,Arts and Humanities,Language and Linguistics,Language Discourse and Communication Studies
186414,Social Sciences,Social Sciences,Sociology and Political Science,Sociomateriality in Information Systems Research
186426,Physical Sciences,Engineering,Control and Systems Engineering,System Identification Techniques
186921,Physical Sciences,Environmental Science,Ecology,Ecological Effects of Roads on Wildlife and Habitat Connectivity
187095,Social Sciences,Arts and Humanities,History,The Role of Imperial Courts in History
187156,Social Sciences,"Business, Management and Accounting",Accounting,European Union Tax Law and Policy
187172,Health Sciences,Health Professions,Health Information Management,Cinemeducation in Medical and Management Education
187389,Health Sciences,Medicine,Pathology and Forensic Medicine,Medical Serial Killers and Forensic Toxicology
187424,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Phylogeny and Evolution of Grasses (Poaceae)
187734,Life Sciences,Agricultural and Biological Sciences,Plant Science,Vascular Flora of Mediterranean Europe and North Africa
187812,Social Sciences,Arts and Humanities,Literature and Literary Theory,French Literature and Culture Studies
188053,Social Sciences,Arts and Humanities,Conservation,Impact of Climate Change on Cultural Heritage Conservation
189145,Social Sciences,Arts and Humanities,Museology,Interdisciplinary Study of Fashion and Clothing
189160,Physical Sciences,Engineering,Computational Mechanics,Heat Transfer to Supercritical Fluids in Channels
189240,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Technology Readiness Assessment and Evaluation
189329,Social Sciences,Arts and Humanities,Literature and Literary Theory,Colonialism and Identity in German Literature and History
189334,Physical Sciences,Computer Science,Human-Computer Interaction,Gesture Recognition in Human-Computer Interaction
189422,Social Sciences,Arts and Humanities,Philosophy,Ethics of Just War Theory and Self-Defense
189797,Social Sciences,Social Sciences,Sociology and Political Science,Geopolitics and Linguistic Analysis
189881,Social Sciences,"Business, Management and Accounting",Strategy and Management,Business Management in Information Age
189887,Physical Sciences,Environmental Science,Pollution,Integrated Pollution Prevention and Control Techniques
189899,Social Sciences,Social Sciences,General Social Sciences,Interdisciplinary Social Science Research
189909,Physical Sciences,Engineering,Electrical and Electronic Engineering,Power System Stability and Control Analysis
189974,Social Sciences,Social Sciences,Health,Social Determinants of Health and Healthcare Disparities
189983,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Design and Control of Warehouse Operations
190023,Social Sciences,Social Sciences,Political Science and International Relations,Evolution and Impact of E-Government Initiatives
190029,Physical Sciences,Computer Science,Human-Computer Interaction,Tangible User Interfaces in Human-Computer Interaction
190061,Social Sciences,Social Sciences,Law,Regulation of Speech and Human Rights Law
190353,Social Sciences,Social Sciences,Sociology and Political Science,Global Challenges and Inequalities in the Modern World
190430,Social Sciences,"Business, Management and Accounting",Accounting,Corporate Tax Avoidance and Strategies
191858,Physical Sciences,Computer Science,Computer Science Applications,Open Educational Resources and Learning Object Repositories
192066,Social Sciences,Social Sciences,Human Factors and Ergonomics,Web Accessibility and Disability Divide
192210,Social Sciences,Arts and Humanities,Classics,Interdisciplinary Studies of the Renaissance Period
192628,Health Sciences,Medicine,Pharmacology,Medicinal Mushrooms: Antitumor and Immunomodulating Properties
193044,Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,Graph Matching and Analysis Techniques
193058,Physical Sciences,Environmental Science,Environmental Engineering,Mapping Forests with Lidar Remote Sensing
193060,Social Sciences,Social Sciences,Sociology and Political Science,Socio-Political Dynamics of North Korea
193072,Physical Sciences,Engineering,Aerospace Engineering,Unmanned Aerial Vehicle Communications
193079,Social Sciences,Social Sciences,Cultural Studies,Discourse Analysis and Cultural Communication Patterns
193105,Physical Sciences,Engineering,Mechanics of Materials,Characterization of Shale Gas Pore Structure
193184,Health Sciences,Medicine,Pharmacology,Medicinal Orchids in Traditional Medicine and Pharmacology
193203,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Molecular Systematics of Gesneriaceae and Allies
193278,Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",Reliability Engineering and Maintenance Optimization
193364,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Ecology of Mites
193410,Life Sciences,Agricultural and Biological Sciences,Plant Science,Genetic Diversity and Improvement of Soybean
193444,Social Sciences,Arts and Humanities,Literature and Literary Theory,Modernist Poetry and Literary Criticism
193545,Social Sciences,Social Sciences,Anthropology,History of Brazilian Slavery and Society
193601,Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,Radio Astronomy Techniques and Instruments
193654,Social Sciences,Arts and Humanities,Archeology,"Temporal, Spatial, and Social Aspects of Cultural Heritage Studies"
193677,Social Sciences,"Business, Management and Accounting",Marketing,Market-Driven Management and Global Competition
193746,Physical Sciences,Engineering,Biomedical Engineering,Biologically Inspired Adaptive Network Design
194039,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"Biochemistry, Pharmacology, and Medical Use of Bromelain"
194041,Social Sciences,Social Sciences,Political Science and International Relations,"Past, Present, and Future of International Lawmaking"
194246,Social Sciences,Arts and Humanities,History,Visigothic Monarchy in Hispania
194290,Social Sciences,Social Sciences,Law,Development and Harmonization of European Private Law
194422,Physical Sciences,Materials Science,Polymers and Plastics,Polyimide Materials Research
194566,Physical Sciences,Engineering,Industrial and Manufacturing Engineering,Industry 4.0 and Digital Transformation in Manufacturing
194871,Social Sciences,Social Sciences,Sociology and Political Science,Fascism and Totalitarianism in Europe and Italy
195346,Social Sciences,Psychology,Experimental and Cognitive Psychology,The Psychology of Curiosity and Exploration
195622,Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",Trends in Health Care Research and Practice
195858,Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,Entrepreneurship and Business Innovation
196008,Life Sciences,Agricultural and Biological Sciences,Insect Science,Biological and Therapeutic Properties of Bee Products
196142,Physical Sciences,Computer Science,Hardware and Architecture,Hardware Security and Authentication Techniques
196334,Social Sciences,Social Sciences,Sociology and Political Science,Biopolitics and State of Exception Studies
196854,Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,Interdisciplinary Study of Theatrical Performance and Theory
197209,Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",Future of Personalized Medicine in Healthcare
197294,Social Sciences,Arts and Humanities,Philosophy,Philosophy of Education and Practice
197394,Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,Automated Reconstruction of Fragmented Objects
197485,Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Diversity and Evolution of Bryophytes
197979,Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",Assessment of Sustainable Development Indicators and Strategies
198556,Social Sciences,Social Sciences,Sociology and Political Science,Discourse Analysis and Social Change
198587,Physical Sciences,Engineering,Ocean Engineering,Maritime Transportation Safety and Risk Analysis
198679,Social Sciences,Social Sciences,Sociology and Political Science,Epistemic Injustice and Social Oppression
198822,Physical Sciences,Computer Science,Information Systems,Usage and Impact of E-Books in Academic Settings
198852,Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,Search for Quark-Gluon Plasma in Heavy-Ion Collisions
199747,Social Sciences,Arts and Humanities,Philosophy,Postcolonial Thought and Historical Difference in India
199854,Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",Bioethics and Patient Rights
199867,Life Sciences,Agricultural and Biological Sciences,Plant Science,Research on Ficus carica and related species
199972,Social Sciences,Social Sciences,Political Science and International Relations,Politics and Professional Dynamics in Academia
199985,Social Sciences,Social Sciences,Education,Participatory Action Research in Education and Social Sciences
200073,Social Sciences,Social Sciences,Political Science and International Relations,Constitutional Rights and Legal Theory in Latin America
200241,Social Sciences,Social Sciences,Education,Curriculum Alignment and Educational Objectives
